timestamp,price
1720004813314,60187.361785738554
1720008622841,60184.708109952655
1720012227767,59806.87425955481
1720015357903,60506.81684105061
1720019116910,60217.68768076043
1720022579727,60119.6569758108
1720026687941,60377.64969349297
1720029981455,60324.50778147703
1720033568389,60095.36814276449
1720037437963,59745.8278835818
1720040490281,59563.92273028924
1720044623374,60147.75475815409
1720048081617,60242.774086307996
1720051731868,60182.99341375096
1720054958125,60398.52778331812
1720059091716,58128.71854045257
1720062541076,58985.14563324322
1720065766174,59009.12315743557
1720069890724,58885.9191753607
1720073257267,58843.83146867757
1720076869662,58789.69562511361
1720080151123,58124.717085173885
1720083927772,57698.935090308485
1720087287030,57698.55900732324
1720091249284,57894.75871114661
1720094773930,57706.01159970372
1720098226042,57168.94874544772
1720101931314,57358.67759833075
1720105428590,57370.60684322405
1720109051489,58065.96228550596
1720112990362,58221.29097238483
1720116090623,58238.60231609168
1720119644727,58075.17630147742
1720123267353,58318.97815504438
1720127100191,58290.889295057714
1720130569352,58389.28828003514
1720134331679,57977.618267917234
1720138083254,56964.89845388565
1720141835352,57269.70112636575
1720145203367,57190.18450577283
1720148756742,55751.13182015238
1720152175198,55197.23024185425
1720155638860,54234.46102821286
1720159389260,54729.63347115223
1720163279741,54223.11485670683
1720166574475,54418.5635099566
1720170603048,54092.795612600225
1720173723491,54522.68854880229
1720177815176,55227.4865465324
1720180906091,55366.60067782515
1720184864096,54936.95011602988
1720188405460,55737.7791459337
1720192168920,55994.59616618292
1720195518173,56504.436037084044
1720199027930,56409.59452028133
1720202921222,56281.63515255188
1720206232933,56591.298063439535
1720209668843,56509.933539596364
1720213736403,56438.716344729
1720216841274,56553.24477868303
1720221001932,56698.72907688161
1720224277161,56629.385370653035
1720227807251,56608.03289117455
1720231695167,56285.31824253886
1720235283163,56467.29897438971
1720238566685,56394.706658808456
1720242669734,56131.69308214469
1720245853533,56361.79921082392
1720249737558,56539.98696171798
1720253400493,56572.92694465827
1720256465288,56541.904109523944
1720260646378,56863.12735940271
1720263694650,56790.46071398649
1720267409122,56748.36685107091
1720271047823,56756.245179941834
1720274713819,57062.742343744445
1720278101419,57083.40536437106
1720281745467,57366.77809389919
1720285545600,57810.765009932824
1720289378468,57947.06170135348
1720292725418,57813.343724905506
1720296113571,57866.75874984947
1720299698531,57985.690853238055
1720303252289,57901.975234448684
1720307320525,58118.23158999541
1720310700058,58336.39320841542
1720314263205,57930.589817731445
1720318064365,58217.86704538009
1720321538816,58367.63476849108
1720325288217,57961.16938566457
1720328576333,57602.53656933289
1720332089147,57614.244419987604
1720336032674,57698.3289289013
1720339675557,57477.74226329975
1720343312264,57660.391301077514
1720346872807,57729.20597341802
1720350266259,57485.89154547834
1720354067903,57414.5867866749
1720357565450,57309.967428440556
1720361328625,56741.41303442024
1720364919068,56848.64612147306
1720368542967,56809.69911110347
1720371713380,57108.63346902946
1720375306842,57238.73383879574
1720379446759,57057.44481551815
1720383124192,57093.86317750543
1720386096649,57296.96660345792
1720390176537,56809.94416008742
1720393696557,56389.651047822634
1720397381513,55665.50758753673
1720400867667,54694.86459884712
1720404573949,55213.38815490327
1720407905174,55396.519708519016
1720411709725,55025.22260368881
1720415326003,55785.061610609024
1720418996571,55354.01899007526
1720422686913,55578.32904619587
1720425767435,55870.11485741787
1720429434632,57830.63033797767
1720432826546,57543.02710593034
1720436975831,57098.05571310766
1720440046474,57174.52369637582
1720443922997,57113.30392938364
1720447869981,57174.761027458735
1720451310189,56147.667667750386
1720454879771,55900.07293813785
1720458199880,55788.06515828271
1720461990973,56262.0759371943
1720465687699,56269.95063365189
1720469326617,56422.52552168747
1720473109913,56189.472665363304
1720476670054,56575.6391876632
1720480284068,56629.642680243116
1720483894787,56656.077519140876
1720487534503,56652.670180661175
1720491123680,56537.89393298765
1720494104520,57046.177208635614
1720497628293,57249.33058293234
1720501369184,57350.80626484425
1720505318831,57203.67043538741
1720509216466,57445.96050089266
1720512165437,57035.29781246321
1720515692965,57569.56359723347
1720519672904,57609.835223134076
1720523264802,57365.17967731459
1720526526367,57430.07503978041
1720530316148,57314.81306241486
1720533784544,57299.48245282225
1720537790802,57046.93007318228
1720541012067,57498.42673511476
1720544985995,57735.56914114846
1720548537178,57482.99678227092
1720552079268,57747.37126323914
1720555956111,57853.374358103756
1720559345172,57881.227013618976
1720562623757,57805.457000784845
1720566058081,58104.584924006485
1720569828078,58024.67810475922
1720573471632,57433.663488226885
1720577081605,57794.01316908335
1720580504311,57862.37966313371
1720584544032,58416.74800356028
1720588001963,59322.44639497513
1720591421274,58959.98538431959
1720595193457,59224.95641433284
1720598433438,58934.74397520808
1720602569956,58726.68262157396
1720606157667,58525.43229642345
1720609850368,58637.352649726825
1720613017925,58471.76288258034
1720616983767,58243.61956733745
1720620364755,57741.71178853094
1720624136193,57727.28810615516
1720627770562,57890.025190256805
1720630902217,57693.63099937461
1720635088468,57727.36032267409
1720638055571,57606.155494774655
1720642122610,57424.563982140964
1720645328672,57360.11575688227
1720648828434,57500.295458246415
1720653048341,57641.731671041474
1720656718571,57602.44949167954
1720660041495,57533.162961846465
1720663701765,58119.41406016719
1720667397296,57860.78551998178
1720670542530,57589.06887441622
1720674020044,57768.44382293428
